Nome,Escolaridade,Número,Aptidão,Coligação
Helena Mendes,Superior completo,4027,Indeferido (Inapto),"Coligação PSB, PTB, PPS, PSC"
Helena Niveus,Ensino Médio completo,5129,Indeferido (Inapto),PATRI
Hélio da Auto Escola,Ensino Médio completo,4346,Deferido (Apto),PV
Helio Ribeiro,Superior completo,4053,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Henrique Almirates,Superior completo,1057,Indeferido com recurso (Apto),PRB
Henrique Áreas,Superior completo,2989,Indeferido com recurso (Apto),PCO
Henrique do Paraiso,Superior incompleto,1023,Deferido (Apto),PRB
Henrique Ferracini Dias,Superior completo,4383,Deferido (Apto),PV
Herculano Passos,Ensino Médio completo,1551,Deferido (Apto),MDB
Héric Moura,Superior incompleto,5059,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Higor Cauê,Superior incompleto,5087,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Higor Mamede,Superior incompleto,5009,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Hilda Guerreira,Ensino Fundamental completo,2322,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Huber Gama,Superior completo,1593,Deferido (Apto),MDB
Hugo Rener,Ensino Médio completo,9072,Deferido (Apto),PROS
Hulk Magrelo,Ensino Fundamental incompleto,5191,Deferido (Apto),PATRI
Humberto Laudares,Superior completo,2303,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Icaro Fagundes,Superior incompleto,5482,Deferido (Apto),PPL
Ikaros Junior,Superior incompleto,7707,Deferido (Apto),SOLIDARIEDADE
Indalécio Lima,Superior incompleto,5489,Deferido (Apto),PPL
Indio,Ensino Médio completo,2213,Renúncia (Inapto),PR
Inês Leal,Superior completo,1610,Deferido (Apto),PSTU
Inspetor Marçal,Superior completo,7080,Deferido (Apto),AVANTE
Instrutor Bizonho,Ensino Médio completo,7713,Deferido (Apto),SOLIDARIEDADE
Irmã Fran,Superior completo,9075,Deferido (Apto),PROS
Irmão Marcos,Superior completo,7091,Deferido (Apto),AVANTE
Isa Soyama,Ensino Médio completo,3636,Deferido (Apto),PTC
Isabel Teixeira,Superior completo,3011,Deferido (Apto),NOVO
Isaias Raposo,Ensino Médio completo,2868,Indeferido (Inapto),PRTB
Isis,Ensino Médio completo,9026,Deferido (Apto),PROS
Israel Lacerda,Superior completo,1099,Deferido (Apto),PRB
Ito,Superior completo,5142,Deferido (Apto),PATRI
Ivan Canoletto,Superior completo,5007,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Ivan da Farmácia,Superior incompleto,7096,Deferido (Apto),AVANTE
Ivan Pepe Firmino,Superior completo,4312,Deferido (Apto),PV
Ivan Valente,Superior completo,5050,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Ivani Vaz de Lima,Superior completo,4554,Deferido (Apto),PSDB-PSD-DEM-PP
Ivanio Batista da Silva,Superior completo,1383,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Ivo Lopes Filho,Ensino Médio completo,9095,Deferido (Apto),PROS
Ivo Ribeiro,Ensino Médio completo,5452,Indeferido (Inapto),PPL
Ivone Gressens,Ensino Médio completo,1773,Deferido (Apto),PSL
Ivonize de Souza,Superior completo,4427,Deferido (Apto),PRP
Izamar,Ensino Médio completo,2758,Deferido (Apto),DC
Izaque Silva,Superior completo,4556,Deferido (Apto),PSDB-PSD-DEM-PP
Izídio,Superior completo,1310,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Jacinto Milagres (Jack),Superior completo,5455,Deferido (Apto),PPL
Jacira Góes,Superior completo,4318,Deferido (Apto),PV
Jackson Villar,Ensino Médio completo,9000,Pendente de julgamento (Apto),PROS
Jailton Jesus,Ensino Fundamental completo,4458,Deferido (Apto),PRP
Jair Andreoni,Superior completo,2863,Renúncia (Inapto),PRTB
Jair Avelino,Superior completo,7056,Deferido (Apto),AVANTE
Jair Chaves,Superior completo,1983,Indeferido com recurso (Apto),UNIDOS POR SÃO PAULO
Jair Vaz,Superior completo,5470,Deferido (Apto),PPL
Jairo,Lê e escreve,3655,Deferido (Apto),PTC
Jairo Moto Peças,Ensino Médio completo,7083,Deferido (Apto),AVANTE
Jakeline Furtado,Superior incompleto,5472,Indeferido (Inapto),PPL
Janete Fitness,Superior completo,4467,Deferido (Apto),PRP
Janio Rosa,Ensino Médio completo,5185,Deferido (Apto),PATRI
Jediel de Carvalho,Superior completo,4020,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Jefferson,Ensino Fundamental completo,2742,Deferido (Apto),DC
Jefferson Amaral,Superior incompleto,1026,Deferido (Apto),PRB
Jefferson Campos,Superior completo,4044,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Jefinho de Tatuí,Ensino Fundamental incompleto,7041,Deferido (Apto),AVANTE
Jesse Navarro,Superior completo,4382,Deferido (Apto),PV
Jessica,Ensino Médio completo,9060,Deferido (Apto),PROS
Jessica Jaccoud,Ensino Médio completo,9064,Deferido (Apto),PROS
Jesus,Superior completo,7065,Deferido (Apto),AVANTE
Jesus Martins,Ensino Médio completo,4345,Deferido (Apto),PV
"Ji na Park ""mônica""",Superior completo,7027,Deferido (Apto),AVANTE
Jô Alvarenga,Superior completo,9021,Indeferido com recurso (Apto),PROS
Jô Antiório,Superior completo,5533,Deferido (Apto),PSDB-PSD-DEM-PP
João Caetano - Jc,Superior completo,4449,Deferido (Apto),PRP
João Carlos Navarrete Lopez,Superior completo,1881,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
João do Camaro,Ensino Fundamental completo,1035,Deferido (Apto),PRB
Joao Garcia,Superior completo,1065,Deferido (Apto),PRB
João Grande,Superior completo,3020,Deferido (Apto),NOVO
João Leite,Superior incompleto,9099,Deferido (Apto),PROS
João Lira,Ensino Médio completo,5085,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
João Manuel,Superior completo,1922,Deferido (Apto),UNIDOS POR SÃO PAULO
João Marquezini,Superior completo,5026,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
João Martins-Maquita-Wando,Superior completo,1794,Indeferido (Inapto),PSL
João Rinaldo,Superior completo,4489,Deferido (Apto),PRP
João Valente,Ensino Médio completo,4018,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
João Zelador,Ensino Médio incompleto,2732,Indeferido com recurso (Apto),DC
Joice Hasselmann,Superior completo,1771,Deferido (Apto),PSL
Jonatas Amorim,Superior completo,1728,Deferido (Apto),PSL
Jonathan Castellano,Superior incompleto,3002,Deferido (Apto),NOVO
Jordevan Ferreira,Ensino Médio completo,4392,Deferido (Apto),PV
Jorge Carneiro,Superior completo,1997,Deferido (Apto),UNIDOS POR SÃO PAULO
Jorge Cunha,Superior completo,2882,Deferido (Apto),PRTB
Jorge Davi,Ensino Médio completo,3577,Deferido (Apto),UNIDOS POR SÃO PAULO
Jorge Firmo,Superior completo,4308,Indeferido (Inapto),PV
Jorge Maluly,Superior completo,7788,Renúncia (Inapto),SOLIDARIEDADE
Jorge Martinez,Superior completo,2815,Indeferido (Inapto),PRTB
Jorge Roque,Superior completo,1359,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Jorge Tadeu,Superior completo,2500,Deferido (Apto),PSDB-PSD-DEM-PP
José Aníbal,Superior completo,4586,Deferido (Apto),PSDB-PSD-DEM-PP
José Antonio,Superior completo,1324,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
José Antonio Dupas - Panelão,Superior completo,5104,Deferido (Apto),PATRI
José Antonio Pereira,Superior completo,9094,Deferido (Apto),PROS
José Aparecido Gestor,Superior completo,2848,Deferido (Apto),PRTB
José Carlos Eymael,Superior completo,2727,Deferido (Apto),DC
Jose Carlos Rodrigues,Superior incompleto,9001,Deferido (Apto),PROS
José de Castro Coimbra,Superior completo,1789,Deferido (Apto),PSL
José Eduardo Vermelho,Superior completo,5066,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
José Gozze,Superior completo,4003,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
José Lemes,Superior incompleto,1050,Deferido (Apto),PRB
José Lira,Superior completo,2245,Deferido (Apto),PR
José Meirelles,Superior completo,2816,Indeferido (Inapto),PRTB
Jose Mentor,Superior completo,1332,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
José Papa Junior,Superior completo,2766,Indeferido com recurso (Apto),DC
José Pedro do Apoio Brasil,Ensino Fundamental completo,2226,Deferido (Apto),PR
José Prudencio,Ensino Médio completo,1994,Deferido (Apto),UNIDOS POR SÃO PAULO
José Ribeiro,Ensino Médio completo,4483,Indeferido (Inapto),PRP
José Silvestre,Ensino Fundamental incompleto,1568,Deferido (Apto),MDB
José Vasconcelos,Ensino Médio completo,7084,Deferido (Apto),AVANTE
Jose Walter,Superior incompleto,2860,Indeferido (Inapto),PRTB
Josias Mim,Superior incompleto,3612,Indeferido com recurso (Apto),PTC
Josildo Ferreira,Ensino Médio completo,4536,Indeferido (Inapto),PSDB-PSD-DEM-PP
Josué Felix,Ensino Médio completo,2723,Indeferido com recurso (Apto),DC
Josue Lins,Ensino Fundamental completo,3659,Deferido (Apto),PTC
Josy,Ensino Médio completo,2800,Deferido (Apto),PRTB
Josy Moreira,Superior incompleto,4421,Deferido (Apto),PRP
Jotape,Superior completo,3620,Deferido (Apto),PTC
Joyce Gumiero,Superior completo,7038,Deferido (Apto),AVANTE
Ju,Ensino Médio incompleto,4305,Deferido (Apto),PV
Ju da Enfermagem,Superior completo,5058,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Juarez Dias,Superior completo,1828,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Juarez Pereira,Superior completo,1440,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Juca Bortolucci,Superior completo,4363,Indeferido (Inapto),PV
Júlia Martin,Superior completo,1320,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Julia Rosa da Cruz,Superior completo,4549,Deferido (Apto),PSDB-PSD-DEM-PP
Juliana Augusto Cardoso,Superior completo,2211,Deferido (Apto),PR
Juliana Cardoso,Superior completo,1333,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Juliana Fraga,Ensino Médio completo,1393,Renúncia (Inapto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Juliano Borges,Superior completo,1955,Deferido (Apto),UNIDOS POR SÃO PAULO
Juliano da Campestre,Ensino Médio completo,7770,Deferido (Apto),SOLIDARIEDADE
Julio Neto,Superior completo,9071,Deferido (Apto),PROS
Julio Tocalino Neto,Superior completo,4351,Deferido (Apto),PV
Junior,Superior incompleto,7031,Deferido (Apto),AVANTE
Junior Ayres,Ensino Médio completo,1016,Deferido (Apto),PRB
Junior Bozzella,Superior completo,1770,Deferido (Apto),PSL
Junior da van,Ensino Médio completo,1277,Deferido (Apto),PDT
Junior Orosco,Ensino Médio completo,1212,Indeferido com recurso (Apto),PDT
Junji Abe,Superior incompleto,1555,Deferido (Apto),MDB
Jupira Terena,Superior completo,5034,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Jussara Moro,Ensino Médio completo,1133,Deferido (Apto),PSDB-PSD-DEM-PP
Kaka Werá,Superior completo,1899,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Karina Massi,Superior completo,1450,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Karina Sinni,Superior incompleto,2838,Deferido (Apto),PRTB
Karina Somaggio,Ensino Médio completo,1909,Indeferido (Inapto),UNIDOS POR SÃO PAULO
Kátia Trindade,Superior incompleto,5091,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Kawel Lotti,Ensino Médio completo,1977,Deferido (Apto),UNIDOS POR SÃO PAULO
Kayo Amado,Superior completo,1818,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Keila Maria,Ensino Médio completo,4320,Deferido (Apto),PV
Keila Pereira,Ensino Médio completo,5446,Deferido (Apto),PPL
Kennedy Rene,Ensino Médio incompleto,2877,Deferido (Apto),PRTB
Kim Kataguiri,Superior incompleto,2555,Deferido (Apto),PSDB-PSD-DEM-PP
Kinho O Amigo da Estrada,Ensino Fundamental completo,1095,Deferido (Apto),PRB
Kleber Leite,Superior completo,2817,Indeferido com recurso (Apto),PRTB
Kleber Pieruzzi,Superior completo,2777,Indeferido (Inapto),DC
Kleber Torres,Superior completo,7034,Deferido (Apto),AVANTE
Koyu,Superior completo,9058,Deferido (Apto),PROS
Laedison Santos,Superior completo,1308,Indeferido (Inapto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Laércio Benko,Superior completo,3131,Deferido (Apto),UNIDOS POR SÃO PAULO
Laercio do Sindicato,Ensino Fundamental incompleto,2840,Indeferido com recurso (Apto),PRTB
Laine Feitoza,Ensino Médio completo,2847,Deferido (Apto),PRTB
Lair Moura,Superior completo,3578,Deferido (Apto),UNIDOS POR SÃO PAULO
Larissa Machado,Superior incompleto,2944,Indeferido com recurso (Apto),PCO
Lau,Ensino Médio completo,2811,Deferido (Apto),PRTB
Lauri Rocha,Superior completo,4518,Deferido (Apto),PSDB-PSD-DEM-PP
Lavínia de Souza,Superior completo,2969,Indeferido (Inapto),PCO
Leandro Avelino,Superior completo,4033,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Leandro Dias,Ensino Médio completo,4433,Deferido (Apto),PRP
Leandro Moreira Lê,Ensino Fundamental completo,1019,Deferido (Apto),PRB
Leandro Silva,Superior completo,4330,Deferido (Apto),PV
Leca,Ensino Médio completo,1587,Deferido (Apto),MDB
Leda Sperandio,Ensino Médio completo,1289,Deferido (Apto),PDT
Léias Soares,Ensino Médio completo,1963,Deferido (Apto),UNIDOS POR SÃO PAULO
Leide Gonzalez,Ensino Médio completo,4438,Deferido (Apto),PRP
Leide Reis,Ensino Fundamental incompleto,5138,Deferido (Apto),PATRI
Leka Motta,Superior completo,4340,Deferido (Apto),PV
Léo Áquilla,Superior completo,3103,Deferido (Apto),UNIDOS POR SÃO PAULO
Leo Candidatura Coletiva,Ensino Médio completo,5086,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Léo Poeta,Superior completo,3536,Deferido (Apto),UNIDOS POR SÃO PAULO
Leonice Vieira,Superior completo,9044,Deferido (Apto),PROS
Leonora Lisboa,Ensino Médio completo,1902,Deferido (Apto),UNIDOS POR SÃO PAULO
Levi Cavalini,Ensino Médio completo,1723,Deferido (Apto),PSL
Levy Fidelix,Superior incompleto,2828,Deferido (Apto),PRTB
Li Alckmin,Superior incompleto,1945,Deferido (Apto),UNIDOS POR SÃO PAULO
Lia Lopes,Superior completo,4048,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Ligia Cruz,Superior completo,2839,Deferido (Apto),PRTB
Ligia Piola,Superior completo,4528,Deferido (Apto),PSDB-PSD-DEM-PP
Lilian Rodrigues,Ensino Médio completo,2705,Deferido (Apto),DC
Lilian Yabiku,Superior completo,4502,Deferido (Apto),PSDB-PSD-DEM-PP
Liliane Dorea,Superior completo,9025,Deferido (Apto),PROS
Lincoln,Superior incompleto,4445,Deferido (Apto),PRP
Lindinha da Saúde,Ensino Médio completo,2276,Deferido (Apto),PR
Lino,Ensino Médio completo,4469,Deferido (Apto),PRP
Litholdo,Ensino Médio completo,2512,Deferido (Apto),PSDB-PSD-DEM-PP
Lívia Lazaneo,Superior completo,5019,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Lobao,Ensino Médio completo,3699,Deferido (Apto),PTC
Lobbe Neto,Superior completo,4512,Deferido (Apto),PSDB-PSD-DEM-PP
Lourdes Cavalcanti,Ensino Fundamental completo,9049,Deferido (Apto),PROS
Lu Luxury,Ensino Médio completo,1993,Deferido (Apto),UNIDOS POR SÃO PAULO
Lu Ribeiro,Superior completo,1025,Deferido (Apto),PRB
Luana Protetora dos Animais,Superior completo,4453,Deferido (Apto),PRP
Lucas Costa Santos,Superior completo,1855,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Lucas Ouverney,Ensino Médio completo,9084,Deferido (Apto),PROS
Lucas Trevisan,Superior incompleto,1742,Deferido (Apto),PSL
Lucchiari,Ensino Fundamental completo,7076,Deferido (Apto),AVANTE
Luci Cardia,Superior incompleto,4523,Deferido (Apto),PSDB-PSD-DEM-PP
Luciana Biasi,Ensino Médio completo,1739,Deferido (Apto),PSL
Luciana Boaretto,Superior completo,2728,Deferido (Apto),DC
Luciana Costa,Superior completo,2250,Deferido (Apto),PR
Luciana Matos,Superior completo,9015,Deferido (Apto),PROS
Luciane Mata Hari,Superior completo,1787,Deferido (Apto),PSL
Luciano Almeida,Superior completo,9000,Renúncia (Inapto),PROS
Lucila Caldas,Superior completo,5552,Deferido (Apto),PSDB-PSD-DEM-PP
Lucy Alves,Ensino Médio incompleto,4482,Deferido (Apto),PRP
Luis Bucciarelli,Superior completo,3036,Deferido (Apto),NOVO
Luis do Bem,Ensino Fundamental completo,5465,Deferido (Apto),PPL
Luis Henrique,Superior completo,5132,Deferido (Apto),PATRI
Luis Teotonio,Ensino Fundamental incompleto,5078,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Luisa do Pv,Superior completo,4366,Deferido (Apto),PV
Luiz Bahia,Ensino Fundamental completo,1266,Indeferido (Inapto),PDT
Luiz Carlos Motta,Superior completo,2244,Deferido (Apto),PR
Luiz Carlos Valle,Superior completo,1712,Deferido (Apto),PSL
Luiz Cebola,Superior completo,1853,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Luiz Claudio Nogaroto,Superior completo,1940,Deferido (Apto),UNIDOS POR SÃO PAULO
Luiz Claudio Rosa,Superior completo,1952,Deferido (Apto),UNIDOS POR SÃO PAULO
Luiz de Jesus,Superior completo,1823,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Luiz do Restaurante,Ensino Médio incompleto,7071,Deferido (Apto),AVANTE
Luiz Forte,Ensino Médio completo,4408,Deferido (Apto),PRP
Luiz Lauro Filho,Superior completo,4000,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Luiz Lune,Ensino Médio completo,4045,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Luiz Philippe O. Bragança,Superior completo,1702,Deferido (Apto),PSL
Luiz Teofilo,Superior completo,4441,Deferido (Apto),PRP
Luiza Erundina,Superior completo,5021,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Luiza Polydoro,Superior completo,1721,Deferido (Apto),PSL
Luizao,Ensino Médio completo,1063,Deferido (Apto),PRB
Luli Sarraf,Superior completo,7004,Deferido (Apto),AVANTE
Luzinete Fernandes,Superior completo,1239,Indeferido (Inapto),PDT
Madalena Catapreta,Ensino Médio completo,1936,Deferido (Apto),UNIDOS POR SÃO PAULO
Mãe Gê,Superior completo,3366,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Maestro Alex Frontera,Superior incompleto,1982,Deferido (Apto),UNIDOS POR SÃO PAULO
Magno Assad,Ensino Médio completo,7702,Deferido (Apto),SOLIDARIEDADE
Magrão da Padaria,Ensino Fundamental completo,1044,Deferido (Apto),PRB
Maíra Gonçalves,Superior incompleto,1097,Deferido (Apto),PRB
Major Boaz Forti,Ensino Médio completo,4428,Deferido (Apto),PRP
Malú de Paula,Superior completo,3389,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Mandato Coletivo,Superior completo,5031,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Manoel da Cruz,Superior incompleto,1556,Deferido (Apto),MDB
Manoel Domingues,Superior completo,1596,Deferido (Apto),MDB
Manoel José Benedito,Ensino Fundamental incompleto,3326,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Maquininha,Ensino Médio completo,7046,Deferido (Apto),AVANTE
Marçal Borgges,Superior completo,1943,Deferido (Apto),UNIDOS POR SÃO PAULO
Marcão da Ema,Superior completo,1780,Indeferido com recurso (Apto),PSL
Marcão das Favelas,Lê e escreve,1903,Deferido (Apto),UNIDOS POR SÃO PAULO
Marcel Marcondes,Superior incompleto,1939,Deferido (Apto),UNIDOS POR SÃO PAULO
Marcela Moreira,Superior completo,5047,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Marcella Irs,Superior completo,4501,Deferido (Apto),PSDB-PSD-DEM-PP
Marcelo Aguiar,Superior completo,4012,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Marcelo Alemão,Ensino Médio incompleto,2738,Indeferido (Inapto),DC
Marcelo Campos,Superior completo,3023,Deferido (Apto),NOVO
Marcelo Cecchettini,Ensino Médio completo,1743,Deferido (Apto),PSL
Marcelo Coelho,Superior completo,9013,Deferido (Apto),PROS
Marcelo Correa,Ensino Médio incompleto,5032,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Marcelo di Fiori,Superior completo,1925,Deferido (Apto),UNIDOS POR SÃO PAULO
Marcelo Eivazian,Superior incompleto,9042,Deferido (Apto),PROS
Marcelo Ferreira,Superior completo,9081,Deferido (Apto),PROS
Marcelo Gastaldo,Superior completo,1400,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Marcelo Gurgel,Ensino Fundamental completo,1711,Indeferido (Inapto),PSL
Marcelo Lima,Superior completo,5556,Deferido (Apto),PSDB-PSD-DEM-PP
Marcelo Mendes,Superior completo,9079,Deferido (Apto),PROS
Marcelo Mota,Superior incompleto,4023,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Marcelo Nogueira,Ensino Médio completo,2849,Deferido (Apto),PRTB
Marcelo Ortega,Superior completo,1950,Indeferido com recurso (Apto),UNIDOS POR SÃO PAULO
Marcelo Ortiz,Superior completo,1991,Deferido (Apto),UNIDOS POR SÃO PAULO
Marcelo Roberto Afonso,Ensino Médio completo,4422,Deferido (Apto),PRP
Marcelo Squassoni,Superior completo,1080,Deferido (Apto),PRB
Marcia Alcantara,Ensino Fundamental incompleto,3363,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Marcia Bueno,Superior completo,1456,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Marcia Cristina Marreta,Superior completo,1815,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Marcia das Latinhas,Superior completo,3618,Deferido (Apto),PTC
Marcia Pereira,Ensino Médio completo,7082,Deferido (Apto),AVANTE
Marcia Rocha,Ensino Médio completo,1795,Deferido (Apto),PSL
Marcia Valéria Marques,Superior completo,5147,Deferido (Apto),PATRI
Marcia Viviane,Ensino Médio completo,4516,Deferido (Apto),PSDB-PSD-DEM-PP
Marcinho,Superior incompleto,4356,Indeferido (Inapto),PV
Marcinho Rabelo Feijao,Ensino Médio incompleto,3388,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Marcio Alvino,Superior completo,2299,Deferido (Apto),PR
Marcio Andrade,Superior incompleto,7063,Deferido (Apto),AVANTE
Marcio Pochmann,Superior completo,1318,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Marcionilio Camargo,Ensino Médio completo,7714,Deferido (Apto),SOLIDARIEDADE
Marco Antonio Pinto,Superior completo,3021,Deferido (Apto),NOVO
Marco Arruda,Ensino Médio completo,4448,Deferido (Apto),PRP
Marco Bertaiolli,Superior completo,5500,Deferido (Apto),PSDB-PSD-DEM-PP
Marco Coracini,Ensino Médio completo,3315,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Marco Notari,Superior completo,1537,Deferido (Apto),MDB
Marco Pilla,Superior completo,4520,Deferido (Apto),PSDB-PSD-DEM-PP
Marcone,Ensino Médio completo,2762,Indeferido com recurso (Apto),DC
Marcos Aires,Superior completo,9002,Deferido (Apto),PROS
Marcos Aurélio,Superior incompleto,1978,Deferido (Apto),UNIDOS POR SÃO PAULO
Marcos Brasil,Superior completo,1557,Deferido (Apto),MDB
Marcos Coutinho,Ensino Médio completo,1931,Deferido (Apto),UNIDOS POR SÃO PAULO
Marcos Gonçalves,Superior completo,4398,Deferido (Apto),PV
Marcos Henrique,Superior completo,1210,Deferido (Apto),PDT
Marcos Marmol,Superior completo,1719,Renúncia (Inapto),PSL
Marcos Osni de Campos,Ensino Médio completo,1073,Deferido (Apto),PRB
Marcos Papa,Superior completo,1800,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Marcos Pereira,Superior completo,1010,Deferido (Apto),PRB
Marcos Thomazini,Superior completo,2818,Deferido (Apto),PRTB
Marcus Dantas,Ensino Médio completo,1715,Deferido (Apto),PSL
Margarete Antunes,Ensino Médio completo,1252,Indeferido (Inapto),PDT
Margarete Reis,Superior completo,1785,Deferido (Apto),PSL
Margarida,Superior completo,4519,Deferido (Apto),PSDB-PSD-DEM-PP
Mari Barbosa,Ensino Médio completo,4419,Deferido (Apto),PRP
Mari Confeiteira,Superior incompleto,9031,Deferido (Apto),PROS
Mari Kehler,Ensino Médio completo,4008,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Maria Alice,Superior completo,7049,Deferido (Apto),AVANTE
Maria Bonita,Superior completo,7022,Deferido (Apto),AVANTE
Maria Celia,Superior incompleto,4543,Deferido (Apto),PSDB-PSD-DEM-PP
Maria Claudia Carvalho,Superior completo,3013,Deferido (Apto),NOVO
Maria da Feira,Ensino Fundamental completo,1809,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Maria de Simoni,Ensino Médio completo,1327,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Maria Francisca,Ensino Médio incompleto,3680,Deferido (Apto),PTC
Maria Giovana,Superior completo,6519,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Maria Lima,Superior completo,2865,Indeferido com recurso (Apto),PRTB
Maria Moura,Lê e escreve,5475,Deferido (Apto),PPL
Maria Rosas,Superior completo,1022,Deferido (Apto),PRB
Mariana Janeiro,Superior completo,1366,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Mariane Teixeira,Superior incompleto,1086,Indeferido (Inapto),PRB
Marilda Coberarte,Ensino Fundamental completo,1068,Deferido (Apto),PRB
Marilia Ribeiro,Ensino Médio completo,1352,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Marilu Godoi,Ensino Médio completo,1430,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Marilza Oliveira Nega,Superior incompleto,2210,Deferido (Apto),PR
Marina Correia,Ensino Médio completo,4546,Deferido (Apto),PSDB-PSD-DEM-PP
Marinalva Brito,Ensino Fundamental completo,1314,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Mario Cesar Rodrigues,Ensino Fundamental completo,1745,Deferido (Apto),PSL
Mario Charutinho,Ensino Fundamental completo,2208,Deferido (Apto),PR
Mario Ferreira,Superior completo,1375,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Mario Mizuno,Superior completo,5192,Deferido (Apto),PATRI
Marisa Nunes,Superior completo,4099,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Marizete de Jesus,Ensino Fundamental incompleto,2719,Deferido (Apto),DC
Marjorye Rudek,Ensino Médio completo,2729,Deferido (Apto),DC
Markynhos de Santos,Ensino Médio completo,9067,Deferido (Apto),PROS
Marlene Campos Machado,Superior completo,1414,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Marli Ogunlade Barbosa,Superior incompleto,3535,Deferido (Apto),UNIDOS POR SÃO PAULO
Marli Prospero,Ensino Fundamental completo,9004,Deferido (Apto),PROS
Marlon do Uber,Ensino Médio completo,3005,Deferido (Apto),NOVO
