Nome,Escolaridade,Número,Aptidão,Coligação
Iracema Reis,Ensino Médio completo,33933,Renúncia (Inapto),Coligação Mobilização Sustentável por São Paulo
Irapuan,Ensino Médio completo,29529,Renúncia (Inapto),PCO
Jéssica Leyde,Ensino Médio completo,33903,Renúncia (Inapto),Coligação Mobilização Sustentável por São Paulo
João Carlos,Superior incompleto,35130,Renúncia (Inapto),RENOVAÇÃO 
Josevan Cavalcante,Ensino Médio completo,51567,Renúncia (Inapto),PATRI
Leonardo Ambrosio,Ensino Médio incompleto,31099,Renúncia (Inapto),RENOVAÇÃO 
Montanha,Superior incompleto,36733,Renúncia (Inapto),PTC
Professora Marcia Cardoso,Superior completo,77177,Deferido (Apto),SOLIDARIEDADE
Paulo Henrique,Ensino Médio completo,43553,Renúncia (Inapto),"Coligação PSB, PTB, PV, PSC, PPS"
Professora Nilva,Superior completo,77880,Deferido (Apto),SOLIDARIEDADE
Professora Sônia,Superior completo,77377,Deferido (Apto),SOLIDARIEDADE
Vera Dias,Superior completo,77112,Deferido (Apto),SOLIDARIEDADE
Wesley Brambilla,Superior completo,77775,Deferido (Apto),SOLIDARIEDADE
Raimundo Mirand,Ensino Médio completo,36221,Renúncia (Inapto),PTC
Silvio Lopes,Ensino Médio completo,90745,Renúncia (Inapto),PROS
Tamires de Souza,Ensino Fundamental completo,17751,Renúncia (Inapto),PSL
,,,,
