Nome,Escolaridade,Número,Aptidão,Coligação
Lívio Giosa,Superior completo,55855,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Luciana Pepe,Superior completo,10300,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Manoel David,Superior completo,55125,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Marcio Camargo,Superior completo,45456,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Marcio Veterinario,Superior completo,11258,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Marco Vinholi,Superior completo,45111,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Marcos Zerbini,Superior completo,45780,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Maria Lúcia Amary,Superior completo,45114,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Marina Melo,Superior completo,55155,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Marta Costa,Superior completo,55400,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Mauricio Gasparini,Superior completo,45123,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Mauro Bragato,Superior completo,45125,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Michelli Veneziani,Superior completo,45445,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Nancy,Superior completo,10012,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Patricia Bezerra,Superior completo,45321,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Paulo Campos,Superior completo,55333,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Paulo Mathias,Superior completo,45800,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Paulo Roberto,Superior completo,11650,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Petrov,Superior completo,11023,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Professor Kenny,Superior completo,11000,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Professor Minhoca,Superior completo,45545,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Professora Ana Cristina,Superior completo,45470,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Professora Marta Paula,Superior completo,11057,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Protetor Eduardo Roz,Superior completo,11200,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Rafael Auad,Superior completo,55800,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Raul Christiano,Superior completo,45345,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Renata Paiva,Superior completo,55123,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Renato Pupo Delegado,Superior completo,55055,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Rita Passos,Superior completo,55555,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Roberto Massafera,Superior completo,45477,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Rodrigo Moraes,Superior completo,25111,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Rogério Barros,Superior completo,25100,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Sandra Almeida,Superior completo,45009,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Sandra Santana,Superior completo,45157,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Sargento David,Superior completo,10190,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Sebastião Santos,Superior completo,10321,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Thiago Lobo,Superior completo,45845,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Valéria Lima,Superior completo,10777,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Vaz de Lima,Superior completo,45151,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Vito Ardito Lerário,Superior completo,11012,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Wilma Malta,Superior completo,55199,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Wiviane Spaziani Tiberti,Superior completo,45007,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Cássio Navarro,Superior completo,45555,Deferido com recurso (Apto),PSDB-PSD-DEM-PP-PRB
Estevam Galvão,Superior completo,25199,Deferido com recurso (Apto),PSDB-PSD-DEM-PP-PRB
Gonzaga,Superior completo,45245,Indeferido com recurso (Apto),PSDB-PSD-DEM-PP-PRB
João Thomaz,Superior completo,45945,Indeferido com recurso (Apto),PSDB-PSD-DEM-PP-PRB
Professor  Diogo Soares,Superior completo,45050,Renúncia (Inapto),PSDB-PSD-DEM-PP-PRB
Agente Federal Danilo Balas,Superior completo,17007,Deferido (Apto),PSL
Cabo Elaine,Superior completo,17967,Deferido (Apto),PSL
Campos Gato Mestre,Superior completo,17054,Deferido (Apto),PSL
Capitão Gabriel Mazzali,Superior completo,17001,Deferido (Apto),PSL
Capitão Ricardo Silva,Superior completo,17555,Deferido (Apto),PSL
Castelo Branco,Superior completo,17067,Deferido (Apto),PSL
Cb Monique,Superior completo,17981,Deferido (Apto),PSL
Claudinei do Proerd,Superior completo,17050,Deferido (Apto),PSL
Claudinho,Superior completo,17753,Deferido (Apto),PSL
Clemilton Silva,Superior completo,17290,Deferido (Apto),PSL
Coronel Badin,Superior completo,17222,Deferido (Apto),PSL
Coronel Delafina,Superior completo,17021,Deferido (Apto),PSL
Coronel Nishikawa,Superior completo,17190,Deferido (Apto),PSL
Cris Godoy,Superior completo,17288,Deferido (Apto),PSL
Daniela Bruzarrosco,Superior completo,17890,Deferido (Apto),PSL
Danielli Siqueira,Superior completo,17203,Deferido (Apto),PSL
Delegado Bruno Lima,Superior completo,17070,Deferido (Apto),PSL
Doutor Lima,Superior completo,17117,Deferido (Apto),PSL
Dr Alexandre Bussab,Superior completo,17333,Deferido (Apto),PSL
Professora Simone,Superior incompleto,22024,Deferido (Apto),PR
Dr Julio Casarin,Superior completo,17059,Deferido (Apto),PSL
Dra Alessandra Stringheta,Superior completo,17201,Deferido (Apto),PSL
Dra Maitê,Superior completo,17345,Deferido (Apto),PSL
Dra Telma Christiansen,Superior completo,17300,Deferido (Apto),PSL
Edileide Silva,Superior completo,17977,Deferido (Apto),PSL
Eduardo Aguirre,Superior completo,17997,Deferido (Apto),PSL
Engenheiro Sergio Brandão,Superior completo,17257,Deferido (Apto),PSL
Protetor Zé Gatinho,Ensino Médio completo,44120,Deferido (Apto),PRP
Pryscilla,Ensino Médio completo,44018,Deferido (Apto),PRP
Everton Sodário,Superior completo,17444,Deferido (Apto),PSL
Rafa Zimbaldi,Superior incompleto,40000,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Frederico d'Avila,Superior completo,17111,Deferido (Apto),PSL
Rafael Oliva,Ensino Médio completo,50135,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Rafael Pereira da Silva,Ensino Médio completo,44211,Deferido (Apto),PRP
Rafael Pinheiro,Lê e escreve,70071,Deferido (Apto),AVANTE
Haroldo Filho,Superior completo,17018,Deferido (Apto),PSL
Rafael Zucco,Ensino Médio completo,30123,Deferido (Apto),NOVO
Raí,Ensino Médio incompleto,31211,Deferido (Apto),RENOVAÇÃO 
Raimunda Nonata,Ensino Médio incompleto,28501,Deferido (Apto),PRTB
Raimundo Bernardino,Ensino Médio completo,13331,Deferido (Apto),PT
Raimundo Borges,Ensino Médio incompleto,65444,Deferido (Apto),PC do B
Raimundo do Abc,Ensino Médio completo,27278,Deferido (Apto),DC
Ivani Carvalho,Superior completo,17205,Deferido (Apto),PSL
Janaina Paschoal,Superior completo,17317,Deferido (Apto),PSL
Ramos da Padaria,Superior incompleto,25014,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Rangel Voz de Mel,Ensino Médio completo,44456,Deferido (Apto),PRP
Rapha Gaeta,Ensino Médio completo,30222,Deferido (Apto),NOVO
Raquel de Paula,Ensino Fundamental completo,16107,Deferido (Apto),PSTU
Raquel Oliveira,Ensino Médio completo,51041,Deferido (Apto),PATRI
Leo Castro,Superior completo,17208,Deferido (Apto),PSL
Major Edson Miguel,Superior completo,17181,Deferido (Apto),PSL
Reanolfo,Ensino Médio completo,36010,Deferido (Apto),PTC
Major Mecca,Superior completo,17000,Deferido (Apto),PSL
Regiane Alonso,Superior incompleto,90044,Deferido (Apto),PROS
Marco Casale,Superior completo,17017,Deferido (Apto),PSL
Regina da Saúde,Superior incompleto,44016,Deferido (Apto),PRP
Marcos Farto,Superior completo,17789,Deferido (Apto),PSL
Marcos Moraes,Superior completo,17209,Deferido (Apto),PSL
Reginaldo Pugas,Ensino Médio completo,44000,Deferido (Apto),PRP
Moisés Costa,Superior completo,17989,Deferido (Apto),PSL
Paulo Mello,Superior completo,17011,Deferido (Apto),PSL
Paulo Vieira,Superior completo,17750,Deferido (Apto),PSL
Reinaldo Mota,Ensino Médio completo,28167,Deferido (Apto),PRTB
Renaldo Rezende,Ensino Médio incompleto,19070,Deferido (Apto),PODE
Renata Alves,Ensino Médio completo,51022,Deferido (Apto),PATRI
Renata Coelho,Ensino Fundamental completo,15180,Deferido (Apto),MDB
Ricardo Sicchieiro,Superior completo,17002,Deferido (Apto),PSL
Sargento Clemente,Superior completo,17321,Deferido (Apto),PSL
Renatão,Ensino Médio completo,50500,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Renato Borgiani,Ensino Fundamental incompleto,44758,Deferido (Apto),PRP
Sargento Julio César,Superior completo,17200,Deferido (Apto),PSL
Renato Fonseca,Superior incompleto,51040,Deferido (Apto),PATRI
Renato Moreni,Ensino Fundamental incompleto,13313,Deferido (Apto),PT
Sargento Lima,Superior completo,17911,Deferido (Apto),PSL
Souza Junior,Superior completo,17330,Deferido (Apto),PSL
Sub Tenente Wilson,Superior completo,17012,Deferido (Apto),PSL
Tenente Carmelidia,Superior completo,17218,Deferido (Apto),PSL
Rg Rogério Gomes,Ensino Médio completo,70026,Deferido (Apto),AVANTE
Ricardinho da Enfermagem,Ensino Médio completo,14040,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Valeria Bolsonaro,Superior completo,17667,Deferido (Apto),PSL
Victor Panchorra,Superior completo,17027,Deferido (Apto),PSL
Ricardo L. Carmo,Ensino Médio incompleto,15888,Deferido (Apto),MDB
Antonio Pissinatti,Superior completo,17192,Indeferido (Inapto),PSL
Tenente Amilton,Superior completo,17044,Indeferido (Inapto),PSL
Mauro Heyttor,Superior completo,17003,Indeferido com recurso (Apto),PSL
Cleusa da Trindade,Superior completo,16400,Deferido (Apto),PSTU
Ellen Ruiz,Superior completo,16789,Deferido (Apto),PSTU
Professor Edinoel,Superior completo,16006,Deferido (Apto),PSTU
Professor Eugênio,Superior completo,16036,Deferido (Apto),PSTU
Professor Fernando,Superior completo,16461,Deferido (Apto),PSTU
Rita Vasconcelos,Ensino Médio completo,90158,Deferido (Apto),PROS
Rivaldo,Ensino Fundamental completo,12051,Deferido (Apto),PDT
River,Ensino Médio incompleto,77888,Deferido (Apto),SOLIDARIEDADE
Professor Ivanci,Superior completo,16316,Deferido (Apto),PSTU
Roberta Luchsinger,Superior incompleto,13333,Deferido (Apto),PT
Robertinho Mendonça,Ensino Médio completo,77345,Deferido (Apto),SOLIDARIEDADE
Robertinho Tavares,Ensino Médio completo,51555,Deferido (Apto),PATRI
Roberto Araujo da 2K,Ensino Médio completo,27232,Deferido (Apto),DC
Professor Leandro,Superior completo,16235,Deferido (Apto),PSTU
Roberto Corretor,Ensino Médio completo,22666,Deferido (Apto),PR
Roberto Enfermeiro,Ensino Médio completo,13192,Deferido (Apto),PT
Professora Eveline,Superior completo,16234,Deferido (Apto),PSTU
Professora Gabriela,Superior completo,16123,Deferido (Apto),PSTU
Professora Micheli,Superior completo,16300,Deferido (Apto),PSTU
Roberto Leal,Ensino Fundamental completo,14444,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Adelia,Superior completo,13066,Deferido (Apto),PT
Adriano Diogo,Superior completo,13222,Deferido (Apto),PT
Roberto Morais,Superior incompleto,23623,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Alessandra Shimomoto,Superior completo,13570,Deferido (Apto),PT
Alex Minduín,Superior completo,13133,Deferido (Apto),PT
Ana Lidia,Superior completo,13003,Deferido (Apto),PT
Robson Calabianqui,Ensino Fundamental completo,51056,Deferido (Apto),PATRI
Robson Cosimatti,Ensino Médio completo,54119,Deferido (Apto),PPL
Robson de Oliveira,Superior incompleto,90450,Deferido (Apto),PROS
Robson Duarte,Ensino Fundamental incompleto,77416,Deferido (Apto),SOLIDARIEDADE
Robson Lucena,Superior incompleto,17071,Deferido (Apto),PSL
André do Povo,Superior completo,13666,Deferido (Apto),PT
Angela Spineli,Superior completo,13770,Deferido (Apto),PT
Beth Sahão,Superior completo,13456,Deferido (Apto),PT
Bida,Superior completo,13707,Deferido (Apto),PT
Rodrigo Abreu,Ensino Médio completo,17072,Deferido (Apto),PSL
Rodrigo Fiori,Ensino Médio completo,19219,Deferido (Apto),PODE
Rodrigo Gambale,Superior incompleto,17777,Deferido (Apto),PSL
Carlos Aquino,Superior completo,13122,Deferido (Apto),PT
Rodrigo Pardi,Ensino Médio completo,36007,Deferido (Apto),PTC
Carlos Neder,Superior completo,13999,Deferido (Apto),PT
Cássia Lacerda,Superior completo,13136,Deferido (Apto),PT
Claudilson Pezão,Superior completo,13015,Deferido (Apto),PT
Cláudio Marques,Superior completo,13300,Deferido (Apto),PT
Deusdete,Superior completo,13587,Deferido (Apto),PT
Rogerio da van,Ensino Fundamental completo,44500,Deferido (Apto),PRP
Rogério de Moura,Ensino Médio completo,33707,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Rogerio Lima,Ensino Médio completo,90911,Deferido (Apto),PROS
Rogério Nogueira,Ensino Médio completo,25123,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Rogério Pavão,Ensino Médio completo,70003,Deferido (Apto),AVANTE
Dr. Jorge do Carmo,Superior completo,13800,Deferido (Apto),PT
Rolgaciano,Superior incompleto,19533,Deferido (Apto),PODE
Romildo Fidelis,Ensino Médio completo,44553,Deferido (Apto),PRP
Romildo Santos,Ensino Médio completo,25233,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Edinalva Franco,Superior completo,13138,Deferido (Apto),PT
Edison Luis,Superior completo,13900,Deferido (Apto),PT
Ronaldo da Leste,Ensino Médio completo,54999,Deferido (Apto),PPL
Edmilson,Superior completo,13670,Deferido (Apto),PT
Ronaldo Formigão,Superior incompleto,17073,Deferido (Apto),PSL
Enfermeira Luzia,Superior completo,13500,Deferido (Apto),PT
Ronaldo Mariano,Ensino Médio incompleto,31035,Deferido (Apto),RENOVAÇÃO 
Eni Fernandes,Superior completo,13688,Deferido (Apto),PT
Enio Tatto,Superior completo,13114,Deferido (Apto),PT
Fernando Stoppa,Superior completo,13560,Deferido (Apto),PT
Hamilton Pereira,Superior completo,13290,Deferido (Apto),PT
Herivelto Vela,Superior completo,13321,Deferido (Apto),PT
Rosana,Ensino Fundamental completo,77381,Deferido (Apto),SOLIDARIEDADE
Joaquim Misael,Superior completo,13008,Deferido (Apto),PT
Rosana Puckwieser,Ensino Médio completo,36019,Deferido (Apto),PTC
Rosana Tessitori,Ensino Médio completo,17096,Deferido (Apto),PSL
Rosane Costa,Superior incompleto,54991,Deferido (Apto),PPL
Rosangela da Feira,Ensino Médio completo,20999,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Rosangela Rosa,Superior incompleto,44222,Deferido (Apto),PRP
Rose da Casa da Mulher,Superior incompleto,31399,Deferido (Apto),RENOVAÇÃO 
Rose da Saúde,Ensino Médio completo,44499,Deferido (Apto),PRP
Jose Americo,Superior completo,13140,Deferido (Apto),PT
Jozy Lemos,Superior completo,13223,Deferido (Apto),PT
Roseli Ferreira,Ensino Médio completo,28800,Deferido (Apto),PRTB
Leidi Plus,Superior completo,13578,Deferido (Apto),PT
Luiz Claudio Marcolino,Superior completo,13310,Deferido (Apto),PT
Marcelo Costa,Superior completo,13789,Deferido (Apto),PT
Rosy Santanna,Ensino Médio completo,19031,Deferido (Apto),PODE
Roy Nelson,Superior incompleto,22345,Deferido (Apto),PR
Rozana Fideles,Superior incompleto,10005,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Rubens do Real,Ensino Médio completo,90021,Deferido (Apto),PROS
Marcia Lia,Superior completo,13113,Deferido (Apto),PT
Mariah Souza,Superior completo,13565,Deferido (Apto),PT
Mohamed El Kadri,Superior completo,13356,Deferido (Apto),PT
Paulo Fiorilo,Superior completo,13613,Deferido (Apto),PT
Salvador Azambuja,Ensino Médio completo,12569,Deferido (Apto),PDT
Samir,Ensino Fundamental completo,65194,Deferido (Apto),PC do B
Samir Margonar,Superior incompleto,51451,Deferido (Apto),PATRI
Samira Dias,Ensino Médio completo,54855,Deferido (Apto),PPL
Samuel do Carmo,Ensino Fundamental completo,51841,Deferido (Apto),PATRI
Samuel Oliveira,Ensino Médio completo,65777,Deferido (Apto),PC do B
Pedro Felipe,Superior completo,13778,Deferido (Apto),PT
Pedro Tourinho,Superior completo,13001,Deferido (Apto),PT
Porto,Superior completo,13002,Deferido (Apto),PT
Sandra da Ocupação,Ensino Médio completo,16600,Deferido (Apto),PSTU
Sandra Mattos,Ensino Médio incompleto,28777,Deferido (Apto),PRTB
Sandra Oliveira,Ensino Médio incompleto,70192,Deferido (Apto),AVANTE
Preto Claudinho,Superior completo,13777,Deferido (Apto),PT
Prof. Mirlei Antonio Casale,Superior completo,13562,Deferido (Apto),PT
Sandrão,Ensino Fundamental completo,44441,Deferido (Apto),PRP
Professor Eduardo Dias,Superior completo,13933,Deferido (Apto),PT
Sandro Nicodemo,Superior incompleto,50030,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Sandro Taxi,Ensino Médio completo,19875,Deferido (Apto),PODE
Professora Bebel,Superior completo,13123,Deferido (Apto),PT
Renato Caroba,Superior completo,13644,Deferido (Apto),PT
Renato Simoes,Superior completo,13813,Deferido (Apto),PT
Sara Regina,Ensino Médio completo,19146,Deferido (Apto),PODE
Roberto Gândara,Superior completo,13016,Deferido (Apto),PT
Sargento Almeida,Ensino Médio completo,51090,Deferido (Apto),PATRI
Rosa Chiquetto,Superior completo,13678,Deferido (Apto),PT
Simão Pedro,Superior completo,13555,Deferido (Apto),PT
Valquiria Justino,Superior completo,13009,Deferido (Apto),PT
Vera Faria,Superior completo,13640,Deferido (Apto),PT
Wagner Balieiro,Superior completo,13200,Deferido (Apto),PT
Sargento Henrique,Ensino Médio completo,51127,Deferido (Apto),PATRI
Emidio de Souza,Superior completo,13131,Deferido com recurso (Apto),PT
Maurici,Superior completo,13011,Deferido com recurso (Apto),PT
Sergio Ribeiro,Superior completo,13139,Deferido com recurso (Apto),PT
Sargento Paula,Ensino Médio completo,15113,Deferido (Apto),MDB
Sargento Rocha,Ensino Médio completo,36190,Deferido (Apto),PTC
Paulo Isoldi Marcos Santos,Superior completo,13579,Indeferido (Inapto),PT
Sargento Vânia Regina,Ensino Médio completo,17032,Deferido (Apto),PSL
Gerson Bittencourt,Superior completo,13112,Indeferido com recurso (Apto),PT
Serginho,Ensino Médio incompleto,51369,Deferido (Apto),PATRI
Sergio Albuquerque,Ensino Médio completo,44008,Deferido (Apto),PRP
Sergio Alves,Ensino Médio completo,44213,Deferido (Apto),PRP
Sergio Bomfim,Superior incompleto,19322,Deferido (Apto),PODE
Sergio Borges,Ensino Médio completo,36500,Deferido (Apto),PTC
Sergio Cunha,Ensino Médio completo,44004,Deferido (Apto),PRP
Sergio Donha,Superior incompleto,22133,Deferido (Apto),PR
Oswaldo Dias,Superior completo,13600,Indeferido com recurso (Apto),PT
Sergio Fornazari,Ensino Médio completo,90457,Deferido (Apto),PROS
Sérgio Guerra,Ensino Médio completo,51007,Deferido (Apto),PATRI
Sergio Lourenço,Ensino Médio completo,20010,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Sergio Ricardo Japones,Ensino Médio completo,12111,Deferido (Apto),PDT
Patricia Rodrigues - Pagu,Superior completo,13103,Renúncia (Inapto),PT
Elizabet da Silva Almeida,Superior completo,36710,Deferido (Apto),PTC
Gabriel Yacob,Superior completo,36777,Deferido (Apto),PTC
Seu Cláudio Veríssimo,Ensino Médio completo,18108,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Seu Madruga,Ensino Fundamental completo,44631,Deferido (Apto),PRP
Severino,Ensino Médio completo,77118,Deferido (Apto),SOLIDARIEDADE
Helton Messias,Superior completo,36555,Deferido (Apto),PTC
Sidnei Rosa,Ensino Médio completo,13213,Deferido (Apto),PT
Sidnei Taliba,Superior incompleto,65222,Deferido (Apto),PC do B
Jefferson Torres,Superior completo,36705,Deferido (Apto),PTC
Sidney Namba,Ensino Médio completo,70188,Deferido (Apto),AVANTE
Linda Vaz,Superior completo,36000,Deferido (Apto),PTC
Sil dos Químicos,Ensino Médio completo,16100,Deferido (Apto),PSTU
Lucio Flavio,Superior completo,36250,Deferido (Apto),PTC
Marcos Caje,Superior completo,36904,Deferido (Apto),PTC
Silvana Nicolau,Ensino Fundamental incompleto,44949,Deferido (Apto),PRP
Silvana Santos,Ensino Médio completo,44418,Deferido (Apto),PRP
Silvia da Imobiliária,Ensino Médio incompleto,44027,Deferido (Apto),PRP
Silvia do Pamplona,Superior incompleto,10148,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Silvio Ferrioli,Ensino Médio completo,90068,Deferido (Apto),PROS
Marina Domine,Superior completo,36100,Deferido (Apto),PTC
Simone Ferreira,Ensino Fundamental completo,12468,Deferido (Apto),PDT
Simone Morais,Ensino Médio completo,28660,Deferido (Apto),PRTB
Pastor Moacyr,Superior completo,36360,Deferido (Apto),PTC
Simone Oliveira,Superior incompleto,51580,Deferido (Apto),PATRI
Simone Protetora dos Animais,Ensino Médio completo,13021,Deferido (Apto),PT
Simone Sano,Ensino Médio completo,28825,Deferido (Apto),PRTB
Simone Souza,Ensino Fundamental incompleto,35135,Deferido (Apto),RENOVAÇÃO 
Paulo Barbosa,Superior completo,36333,Deferido (Apto),PTC
Professor Micheletti,Superior completo,36789,Deferido (Apto),PTC
Sirineu Araujo,Ensino Fundamental incompleto,70000,Deferido (Apto),AVANTE
Sirlei Gobi,Ensino Médio completo,50033,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Smith Hays,Ensino Médio completo,17086,Deferido (Apto),PSL
Professora Claudia  Oliveira,Superior completo,36016,Deferido (Apto),PTC
Socorro,Superior incompleto,43432,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Solange Theodoro,Superior incompleto,12001,Deferido (Apto),PDT
Soldado Jenson,Ensino Médio completo,17074,Deferido (Apto),PSL
Sollares Lion,Ensino Médio completo,18182,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Garcia,Superior completo,36669,Indeferido (Inapto),PTC
Sonia Granito,Ensino Médio completo,51877,Deferido (Apto),PATRI
Alessandro Fattioli,Superior completo,31200,Deferido (Apto),RENOVAÇÃO 
Alexandre Olimpio,Superior completo,31973,Deferido (Apto),RENOVAÇÃO 
Sou Leo,Ensino Fundamental completo,65345,Deferido (Apto),PC do B
Augusto Vieira,Superior completo,31787,Deferido (Apto),RENOVAÇÃO 
Barão Ednei Pereira,Superior completo,35001,Deferido (Apto),RENOVAÇÃO 
Caetano do Mercado,Superior completo,31025,Deferido (Apto),RENOVAÇÃO 
Carla Ziper,Superior completo,35333,Deferido (Apto),RENOVAÇÃO 
Sueli dos Cachorros,Ensino Médio completo,90004,Deferido (Apto),PROS
Cleuzinha,Superior completo,35129,Deferido (Apto),RENOVAÇÃO 
Suely Maria,Ensino Médio completo,70445,Deferido (Apto),AVANTE
Cordeliza,Superior completo,31880,Deferido (Apto),RENOVAÇÃO 
Sula Santos,Ensino Médio completo,65200,Deferido (Apto),PC do B
Cristiane de Carvalho,Superior completo,31717,Deferido (Apto),RENOVAÇÃO 
Tadeu do Rodeio,Ensino Médio completo,22055,Deferido (Apto),PR
Dalva Peres A Cigana,Superior completo,31450,Deferido (Apto),RENOVAÇÃO 
Dany Sutto,Superior completo,31999,Deferido (Apto),RENOVAÇÃO 
Delegado Sakashita,Superior completo,31131,Deferido (Apto),RENOVAÇÃO 
Tânia Loira,Superior incompleto,77138,Deferido (Apto),SOLIDARIEDADE
Delegado Valdecir Cabrabom,Superior completo,31500,Deferido (Apto),RENOVAÇÃO 
Tatiana Poli,Ensino Médio incompleto,19196,Deferido (Apto),PODE
Teacher Andreia,Superior incompleto,14540,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Tecladista Roberto Marinho,Ensino Médio completo,19200,Deferido (Apto),PODE
Telis Rios,Ensino Médio completo,36013,Deferido (Apto),PTC
Dr. Airton da Costa,Superior completo,35123,Deferido (Apto),RENOVAÇÃO 
Telma Sant'anna,Ensino Fundamental completo,13741,Deferido (Apto),PT
Dr. Paulo de Tarso,Superior completo,31123,Deferido (Apto),RENOVAÇÃO 
Tenente Coimbra,Ensino Médio completo,17707,Deferido (Apto),PSL
Tenente Nascimento,Superior incompleto,17700,Deferido (Apto),PSL
Terê,Ensino Médio completo,51038,Deferido (Apto),PATRI
Dr. Tipó,Superior completo,31300,Deferido (Apto),RENOVAÇÃO 
Thelles,Ensino Médio incompleto,65432,Deferido (Apto),PC do B
Therezinha É Fogo,Ensino Fundamental completo,31202,Deferido (Apto),RENOVAÇÃO 
Dr. Zito,Superior completo,31133,Deferido (Apto),RENOVAÇÃO 
"Thiago Gonçales ""adautinho""",Superior incompleto,22899,Deferido (Apto),PR
Dra. Regiane Souza Neves,Superior completo,35477,Deferido (Apto),RENOVAÇÃO 
Thiago Luz,Ensino Fundamental completo,51762,Deferido (Apto),PATRI
Dra. Thelma,Superior completo,31333,Deferido (Apto),RENOVAÇÃO 
Dra.damaris Moura,Superior completo,31031,Deferido (Apto),RENOVAÇÃO 
Edson Cruz,Superior completo,31320,Deferido (Apto),RENOVAÇÃO 
Tiago Wisky,Superior incompleto,35755,Deferido (Apto),RENOVAÇÃO 
Tião do Leite,Ensino Médio completo,90690,Deferido (Apto),PROS
Ticão,Ensino Médio completo,44042,Deferido (Apto),PRP
Tigueis,Ensino Médio completo,77877,Deferido (Apto),SOLIDARIEDADE
Tio Flavio,Ensino Médio completo,90147,Deferido (Apto),PROS
Tio Lauro,Ensino Médio completo,17334,Deferido (Apto),PSL
Tio Mô,Ensino Fundamental completo,50324,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Elias da Betel,Superior completo,31139,Deferido (Apto),RENOVAÇÃO 
Toninho da Guarda,Ensino Médio completo,90144,Deferido (Apto),PROS
Toninho da Tv,Ensino Fundamental completo,28518,Deferido (Apto),PRTB
Eng. Adilson Oliveira,Superior completo,35600,Deferido (Apto),RENOVAÇÃO 
Toninho Rodrigues,Ensino Médio completo,90111,Deferido (Apto),PROS
Fabrício Tevez,Superior completo,31121,Deferido (Apto),RENOVAÇÃO 
Tony Brasil,Ensino Médio completo,19147,Deferido (Apto),PODE
Fátima Fraldas,Superior completo,31130,Deferido (Apto),RENOVAÇÃO 
Felipe Canuto,Superior completo,31303,Deferido (Apto),RENOVAÇÃO 
Trigo,Superior incompleto,45300,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Ferdinando Galera,Superior completo,31190,Deferido (Apto),RENOVAÇÃO 
Fernando Bitencourt,Superior completo,31444,Deferido (Apto),RENOVAÇÃO 
Fernando Quinteiro,Superior completo,31007,Deferido (Apto),RENOVAÇÃO 
Uziel Nascimento,Ensino Médio incompleto,44045,Deferido (Apto),PRP
Vadô de Ibiúna,Ensino Médio completo,70370,Deferido (Apto),AVANTE
Vagner Costa,Ensino Fundamental incompleto,19270,Deferido (Apto),PODE
Vagner Malheiros,Ensino Médio completo,12512,Deferido (Apto),PDT
